,Date,Headline,Comment,Rating
123,2021-08-11T13:43:18Z,Good variety of food but the prices are often wrong,"I regularly buy food in company name (Cook’s Hill, Newcastle) and very happy with variety and freshness. But when I check my receipt- there are often wrong prices : they mix it up at the register and sell fruits/vegetables for higher price than they are (not as marked at the price on boxes). Food on specials also usually is for full price in the receipt. 
If you buy the whole trolley of products - it’s quite hard to remember and check every item after paying…
When I noticed another mistake on my receipt- the lady at the register was talking very rude with me and never said sorry…
If someone doesn’t pay for purchase - the shop assistant would call the police , so what the customers should do if the shop steals money from their pockets without any shame?..
I wish the shop assistants at the register be more polite and careful with prices.
Thank you ",4
124,2021-08-11T09:47:59Z,"Great quality organic food, much better than doorstep organics.","I used to shop at (doorstep organics) but i have had many issues with them so i found these guys are much better, cheaper and the packaging is very individualised, well and neatly placed. Also everything seemed to be picked nicely, although somethings were small for the price like the Broccoli but overall was happy. The only thing that doorstep does better is they offer free shipping for $100+ where its a high $220 here. 
Organic food is expensive enough. Thank you.",5
125,2021-08-11T03:31:00Z,First time using online shop - missed items. Second time using online shop - delivered outside delivery window.,"I like products from company name but ordering online is hit and miss. I’ve only used it twice (online ordering), the first time - there were items that were not delivered, which I had to call in order to get a refund. 
The second time I ordered they delivered my items after the delivery window period (2PM - 10PM) at midnight.
For someone who has only used this service twice, it is highly disappointing and off putting. I have only ordered for delivery in Sydney region, this may be different in regional areas.",1
126,2021-08-11T02:23:15Z,Good delivery service,"Punctual delivery , link to drivers itinary which is very helpful when driver stops at the wrong house on your street. :-) customer service and delivery person polite and helpful.",4
127,2021-08-11T00:34:23Z,Love the food and the service,Love the vibe of the store.  Everything is beautiful and great range of different brands.  Easy to find.  Love the hours.  Love the flowers and the seafood.  Oh and those caramel slices...lol.  Just excellent and used my $50 online code.,5
128,2021-08-10T23:20:09Z,Loving my switch to company name!,"No hassles, fantastic products and meal selections, never eaten better! Easy delivery with great reminders, special cooler for my cold stuff, feeling pampered. Every time I open my groceries it feels like Christmas - brightening up lockdown.",5
129,2021-08-10T22:22:36Z,My first order,"This was my first order but below are some of the things I see that need improvement.
The delivery time was scheduled for 6-9pm, delivery was made at 10:25pm.
Things like sliced bread and bread rolls were packed with vegetables that had come out of a freezer.",3
130,2021-08-10T22:17:46Z,No replacements please,"I ordered 4 Arlington passionfruit tapioca, asked for no replacements, what did I get, 4 mango tapioca replacements,  which know one likes here, waste of money, not happy. No replacements,  means no replacements. ",3
131,2021-08-10T08:17:28Z,Definitely recommend!,"So easy, and accurate and love how sustainable the packaging is! Obviously the food is amazing quality too. Definitely recommend as an online delivery services. Thanks HF",5
132,2021-08-09T23:52:08Z,Easy online ordering system,User friendly ordering. Love the delivery tracking system. The usual great product without any hassle. Makes life easier. Thank you.,5
133,2021-08-09T22:37:07Z,Delicious fresh foods,"Quality and quantity of food is excellent and delivery was on time....
Definitely ordering again and for our families in lock down 
Thank you ",5
134,2021-08-09T06:26:35Z,Half my order was missing and I can't get through to any customer service!,"I last used company name markets last year and took a break because it was so hard to get through to customer service back then! (Before the pandemic). It looks like nothing has changed! My order was on Saturday, it's Monday now and I'm yet to hear anything from them. ",1
135,2021-08-09T05:41:38Z,Better communication required,Changes in product were not communicated with customer until delivery was on its way. Request for certain weight not achieved. Cheese nearly out of date.,3
136,2021-08-09T03:14:34Z,Better Fresh Produce Than The Supermarkets,Excellent quality fresh produce. Meat is much better than the supermarkets. Good delivery windows. Good stock of product. Delivery arrives on time.,5
137,2021-08-09T01:13:45Z,The BEST.,"So easy to do, great range of quality products, total transparency about order arriving, delivered with care. I cannot say enough good things! ",5
138,2021-08-09T00:52:32Z,1 bottle of wine for the price of 6...,"I ordered a case of 6 bottles of wine from company name. I received only 1! (1 bottle for 164 dollars. A real bargain). 
I complained to company name and they organised a re-delivery 2 days later. 
The second delivery has gone to another address! This service is extremely disorganised. I would not recommend ordering anything through company name. What a headache this has been. I don't experience these problems with other services. 

",1
139,2021-08-09T00:27:42Z,Great products; terrible delivery,"I'm very happy with all the products - fresh and delicious. But the actual delivery was atrocious. The boxes were dumped outside my apartment building, and the delivery person didn't even bother to buzz my unit so I could come down and collect them - they were just left outside my apartment building, on a very busy street. It was also impossible for me to haul the heavier box up to my apartment. ",3
140,2021-08-08T21:40:37Z,Wish I could leave more stars,"Beautiful produce, beautifully packed with minimal packaging & barely any plastic, cool things actually kept cool :o and a lovely delivery driver too! Thanks!",5
141,2021-08-08T21:30:24Z,Loving company name Online.,"It’s an easy shopping experience, the morning delivery always comes when expected and the fresh food just tastes better. It’s given my family an opportunity to try new things as well. ",4
142,2021-08-08T21:20:53Z,Ecofriendly delivery,This was my first order with HF and I am very impressed. No plastic in the delivery as they use cardboard boxes. Just one biodegradable bag for the meats. Well done! The order was on time and had everything I ordered. Very fresh too! I will definitely be using them again.,5
143,2021-08-08T11:55:40Z,Wow! Great food and delivery service!,Wow! Every time I order the products are superb. The delivery is amazing with updates to the minute the products arrive. Delicious food and easy to use website. Lurv company name!,5
144,2021-08-08T11:43:37Z,Great service and great produce,"I’m pretty picky when it comes to fruit and veg, wanting to pick it myself, but I couldn’t be happier with the quality of my online shop.",5
145,2021-08-08T07:29:57Z,Great service,All that we ordered arrived fresh and packed on a cardboard box rather than multiple plastic bags. With other providers the quality hasn't been as good as what you'd pick yourself but this is great. A great link to see where the delivery truck is as it comes to you too,5
146,2021-08-08T07:21:28Z,Impressive support during COVID,"Quality fresh food, recyclable packaging & excellent service - this has made life during the pandemic safer. Website is easy, communication good & delivery is timely and efficient. Thank you.",5
147,2021-08-08T06:38:29Z,A waste of time,"I ordered Saturday morning for delivery Sunday between 2/4 pm as offered by your web site, the delivery could take until 10 pm as I have been informed by your in vehicle tracker.
Its really simple, don't offer a service that u can't perform in the time you offered as it is deceitful, be honest so the customer can make other choice.",1
148,2021-08-08T03:09:03Z,Poor customer service,"I ordered through company name, only 30% of the items arrived.  I called to let them know. They told me the best they can do is bring the rest of the items in a week. I told them that we are in home quarantine and we just run out of everything but it didn't face them. Now I have to scramble to order food from somewhere else, after few days waiting for our company name order. ",1
149,2021-08-07T23:45:01Z,First delivery - very happy,"Everything I ordered was in stock, really well packed and the meat and produce looks really great quality. The used by dates on the meat are also really good - sometimes when I shop elsewhere I get things that need to be used immediately which can be a pain. Will be ordering again, thanks HF for your service while we are in lockdown!",5
150,2021-08-07T07:51:44Z,Amazing Fresh and Easy Meal Kits,"Ordered two meal kits as a first time trial.
Super fresh, on time delivery.
Meals so easy to make with simple instructions with pictures.
Absolutely delicious. Definitely buying more.
Photo of Parsnip, Leek and Bacon Soup.",5
151,2021-08-07T00:24:37Z,"Fresh, quality, no items missing!",Very pleased with the service! The items were quality and everything we ordered was there! Would order again and recommend!,5
152,2021-08-06T22:13:18Z,Fantastic!,So happy with the quality and service and great driving from the driver up a tight driveway! Will order again!!,5
153,2021-08-06T22:02:03Z,Beautiful produce delivered with care,"My latests delivery was just perfect, all of the produce was stunningly fresh and carefully packed. The delivery arrived with the time frame. Thank you to the packers and drivers allowing me to feed my family safely during this lockdown. ",5
154,2021-08-06T21:55:13Z,High quality produce delivered with sustainable packaging,"I never liked the idea of online delivery for my food but due to the lock down restrictions we gave it a try. I’ve been turned around by company name. We received a large box with our groceries, which was packed as though it was ready for a photo shoot. The produce was excellent quality, just like I would pick in store, and packed loose without extra packaging. The products requiring refrigeration came in compostible bags within cool bags. Thank you company name for not only providing top quality products and efficient delivery but also minimising our impact on the earth. ",5
155,2021-08-06T09:45:51Z,HARD TO IMPROVE ON PERFECTION,The company name Team are your greatest asset.  Your drivers deserve 11/10 during these very tough times.  They are always so polite and obliging. - Gold medal service !,5
156,2021-08-06T03:20:04Z,Great quality produce every time!,Delivery was on time and complete. Well packed and excellent quality product. I would highly recommend this service during lockdown. ,5
157,2021-08-06T01:36:41Z,Great communicators.,Excellent operators. They have my sympathy trying to fill online orders in these crazy times. I have used them many times.,5
158,2021-08-05T22:58:12Z,Outstanding delivery service and produce,"Recently tried out company name after continually being disappointed by major supermarket retailers.
Every order has been sent out in a timely manner, the freshness of our fruit and veg means it is laster much longer and the icing on the cake is the fantastic packaging which we can recycle.
No more hideous plastic bags.
Exceptional quality across all areas, meat,  grocery, cheeses, dairy , fruit and veg.
Delivery guys are doing a great job and we have had no damages thanks to the careful packaging.",5
159,2021-08-05T11:34:00Z,"Great wholesome, FRESH foods.","company name Markets, better than Fresh Foods online from Woolworths, I have experienced most other online food deliveries, and company name Markets IS THE BEST.",5
160,2021-08-04T23:46:57Z,Fantastic delivery + professionalism,"This was my very first company name online shopping experience! I loved the easiness and  convenience and the pictures that went with the products! Produce comes in large and accommodating boxes, fantastic packaging and no damaged items! A+++. 
My only issue is perhaps check all the items before sending out. My first delivery had over 100+ items, one item was missing. Quickly followed up with customer service via phone and it was done! I don't think I will shop at Woolies or Coles ever again when it comes to company name price, products and professionalism! ",5
161,2021-08-04T23:15:16Z,Convenience but poor delivery route,"Order was great, quality fresh produce was selected. Delivery was in time. However, the delivery started from hotspot LGA red zone first before delivering to non-hot spot suburbs. Delivery was meant to be ""contactless"" yet delivery man insisted on passing package face-to-face with no social distance.  ",3
162,2021-08-04T11:28:57Z,company name online (and in store) is wonderful!,"Produce is always of excellent quality. Great choice of products too. Good value for money. What a great service you offer in your reliable, efficient home delivery. Thanks.",5
163,2021-08-04T10:10:48Z,Fantastic quality flowers and prompt delivery,"The Liliums were fresh and in bud as per the pic on webpage. Roses beautiful too. This was important as they were a gift. This being my first order, i found the cancellation of the food items notice a bit late (an hour before the delivery window). This could be problematic for items which we would be relying on. So i'll need to be on the lookout next time - which is hard when you're at work - and on a computer which doesnt recieve personal emails). But I'll learn; and there definitely will be a next time. Andrew, Kenthurst",4
164,2021-08-04T07:19:47Z,Convenience & Quality,Easy ordering on line with diverse range of products. The quality of fresh produce is excellent. Delivery is fast & always packed well and arrives within chosen timeframe options. ,5
165,2021-08-04T06:25:17Z,great service,"Delivery App better than any other supermarket. Delivery for cold goods includes a cold pack free of charge. thx again



",5
166,2021-08-04T04:00:23Z,Great & easy service with fabulous online options!,"Love the ready to cook meal options; easy, fast efficient and delicious! Delivery service is always friendly and produce fresh! ",5
167,2021-08-04T01:43:52Z,Perfect service for fresh food delivery,"I love company name's online offerings so easy tp order, lots of variety and availability of food and products and the free delivery options.",5
168,2021-08-04T01:36:11Z,Fantastic,"First order arrived in 2 sealed boxes and a cooler bag.
Quality and freshness is really good.
Will be ordering again soon.",5
169,2021-08-03T23:59:46Z,Fantastic gift during COVID lockdown,"I sent a box of organic fruit and veg. Bunch of flowers and a Mexican meal ready to make and cook.  I haven’t seen my daughter in six weeks during this lockdown and loved her reaction to my surprise gift. It lifter her spirits during this tough time. Wonderful service….easy, professional and a perfect gift. ",5
170,2021-08-03T22:55:11Z,Great service,All items arrived as expected and the fruit looks great .. refund for difference in the weight was processed well .. happy with the overall service ,5
171,2021-08-03T15:14:59Z,Fantastic online option,This is such a fantastic online option to the “big” supermarkets. Give it a go!!! Not sure why I need to add extra words though.,5
172,2021-08-03T06:00:54Z,Extremely rude and unprofessional behaviour,I had a horrible experience with Sabita at the checkout she was extremely rude and unprofessional - yelling at a customer is not acceptable! Management addressed this issue poorly and made me feel like even worse. Will not be returning to this store again its a shame because I am regular here and spend at least $300 every-time I shop.,1
173,2021-08-03T03:16:36Z,Perfect!! Love it. :),Fruits and vegetables were fresh and organic for my parents at drop off. Very professional staff. All wearing masks. Amazing service.,5
174,2021-08-03T00:08:29Z,A refreshing change,"The order arrived on time and was packaged and presented with large boxes, and chilled area for the seafood. I will recommend to friends and family. The quality was very good. ",5
175,2021-08-02T23:16:14Z,So Convenient and Great Quality,I wouldn't get my fresh produce anywhere else. The quality is always excellent and free delivery on your first three orders.,5
176,2021-08-02T13:47:59Z,Just the best!,"Everything we received in our order was spot on. Great fruit and veg- love the value veggie box!
Great value. Everything was perfectly fresh- as if I had picked it myself! Love you guys!! ",5
177,2021-08-02T11:24:31Z,Fantastic - loving it during lockdown!,"We are relying on company name during lockdown, and haven't been let down. Produce is of a high standard, delivery always on time.",5
178,2021-08-02T10:56:47Z,"Love, love company name!","Unbelievable products, freshest produce and  super fast online service! We have shopped with company name for year's and was the best switch from Woolies!",5
179,2021-08-02T01:05:00Z,Very Happy,Very happy with fresh produce and the delivery was quick. Really appreciated this service being in isolation with lack of delivery times in the order to access food. Have just ordered a second time for the quality.,5
180,2021-08-02T00:47:13Z,Greatly improved from my last experience,"Very pleased with items chosen well within their use-by dates.
Very pleased with quality of fresh produce,
Very pleased with delivery.
Disappointed re items that had become unavailable.
The very big cardboard box presents a challenge re disposal.
",4
181,2021-08-01T23:08:32Z,Fresh food delivered to our door,The delivery came with updates along the way. All the food was so fresh. I liked it a lot because it was all in one box and not a lot of packaging. So good for the environment as well. It was fantastic,5
182,2021-08-01T11:50:43Z,Reliable online grocery delivery while in lockdown!,They have more variety of meat and seafood than woolies/coles’ online grocery store. Vegetables and fruits are fresh and perfect!,5
183,2021-08-01T05:26:36Z,Better Than Expected,"This was the first time we have ordered from company names. Website clunky but once mastered easy to use, items were slightly more expensive than our usual supermarket, however this is more than made up as the quality and freshness especially of the fruit and vegetables. Will definitely use company names for shopping going forward.",4
184,2021-07-31T10:31:28Z,Not Perfect But Good Enough!,"I love my shopping experience with company name in store but nor so sure with this 1st time online shopping.

I always put my trust into the food quality of company name. The standard of freshness maintains even for those imperfect fruits and veggies. So the food boxes I chose were both ""Imperfect Pick"". But when I opened mine, I spotted some pears were so ""imperfect"" that part of their peels are broken and rotten, where bacteria go in. I understand imperfect fruits aren't perfect but these are not healthy to be eaten. Fortunately, the rest of the box are fine. Hope they could be returned and exchanged for eatable pears. Apart from this, the rest is good, the shipping, the service. I still would shop at the shop.",4
185,2021-07-31T07:58:30Z,Best ever online shopping experience,"I tried company name online delivery service after the disastrous experience with Coles Online. company name's service is like experience a First Class flight after flying cattle class. If I could give 100 stars out of 5, I would. I am amazed at the customer service of the order (from confirmation emails to SMS with a link to track the delivery 15 mins before the selected delivery window); the excellent quality of the fruits and veggies and how well the dried and cold goods are packed. I will continue to order from company name going forward. Really appreciate the excellent service. Thank you.",5
186,2021-07-31T06:39:12Z,Great servicm,"I purchased fish in the family.   Lobster.   I would like more details about storing and if it is cooked.    More information about preparation.   

",5
187,2021-07-31T03:08:07Z,Outstanding Store in every respect..,"Factually and objectively, it's a pleasure to spend my hard earnt money here.
Produce is always good quality and presented beautifully.",5
188,2021-07-31T00:35:00Z,Well thought packaging!  Fresh ingredients.  Loved it!,I loved my company name delivery.  Fruits and veggies were very fresh.  Meat and chicken was also great.  Packaging was well thought.  Will order more often. ,5
189,2021-07-29T23:05:17Z,Always loved your fresh products,My orders are always on time. Love the fresh produce. Always the products are packed perfectly. The packaging is collected. Excellent customer service.,5
190,2021-07-29T10:27:18Z,Perfect gift during Covid,"Can’t visit family but wanted them to know we are thinking of them so sent t boxes  of fruit and veg as gifts. They absolutely loved it! Would definitely do again. Great value, quality produce. ",5
191,2021-07-29T10:19:30Z,High quality products,All fresh produce we bought was of high quality. They tasted good as well. We love how the packaging is so environmentally friendly and done carefully to preserve the chilled products.,5
192,2021-07-29T09:43:13Z,"company name online, almost as good as ITR","always enjoy shopping at our local HF, good value and quality, great range of products and produce without being overwhelming, reliable staples and always something new to try. This is the first time we've shopped on line, same great selection, very easy to navigate the online store, stoked to get free delivery and so promptly too",5
193,2021-07-29T07:20:57Z,Very good customer service and fresh selection of produce,"I definitely recommend shopping with company names over any other grocery store. For once in my life, my fruit and vegetables last in my fridge longer than 2-3 days. The food is so fresh and beautiful. Well priced for the quality. ",5
194,2021-07-29T04:09:23Z,Excellent products and service,"I have bought mostly fruit and vegetables.
All are very good.
Deliveries are faster that Woolworths.
Dave’s recommendations of what’s is season are always worth reading.",5
195,2021-07-29T03:57:55Z,irregular fruit and veg box delivery,"great produce
lots of it
cheap
delivered easily

I highly recomend. 

Only challenge is the $50 minimum threshold for delivery (add +$15). COnsidering the box is $35.",5
196,2021-07-29T02:00:28Z,Amazing freshness + on-time delivery,"Unmatched quality in terms of products & produce. Packed neatly, and cold. The kids can't wait to open the delivery boxes.",5
197,2021-07-28T08:21:55Z,I helped out a friend in need,I ordered this for a friend who was struggling in lockdown. She was beyond thrilled and I would definitely order from company name online again. Thanks a lot.,5
198,2021-07-28T02:34:08Z,"Fast, fresh and healthy!",Great meal kits!  Takes the hassle out of meal planning.  Easy to cook.  Fast delivery.  Always fresh produce. Pricing is appropriate.,5
199,2021-07-28T01:49:07Z,Simply the best,"Consistently best quality and variety of fresh food and groceries. Ordering online is easy and service is friendly, quick and helpful. As well as this I find their visual communication of how far my order is away with ongoing updates of how long before it is delivered  particularly helpful. ",5
200,2021-07-28T00:20:28Z,Excellent quality every time,Products from company name online (and in the Randwick store) are always fresh & of highest quality. Worth the price! Cannot compare to other grocers.,5
201,2021-07-27T22:05:39Z,Great service,"Best on-line shopping experience ever. Good quality products, carefully packed and delivered on time. A big help in the lockdown times.",5
202,2021-07-27T10:54:58Z,Fantastic Service,I often order from company name and am very happy. Living in a rural area its wonderful. The produce couldnt be fresher! ,5
203,2021-07-27T08:01:39Z,All Good,"All good and good service, good food, good packing, good arrangement, so fresh, l must order again. Nuts are the best",5
204,2021-07-27T06:00:35Z,Fresh Mushrooms?,"We're shopping at company name for many years and are very happy with the range and quality of your products. There is one product however we have been disappointed now a few times and that's the packaged mushrooms. There is not ""date of packaged"" nor ""use by date"". With a packaged product it is very hard to tell the freshness of a product. We strongly suggest to give that information on packaged fresh produce.
Looking forward to your suggestions. 
Gerdi ",3
205,2021-07-27T03:43:49Z,Better than shopping at the main 2 supermarkets,"The value boxes are the best! 
Whenever I have ordered fresh produce from the big 2 supermarkets the produce was ALWAYS bruised, marked and wilted. 
But with company name I have not had a bad piece of produce yet and I have been ordering from them for the last 12 months!!!",5
206,2021-07-27T02:10:05Z,Very poor first dleivery,"Ordered in their online store first time with 10 items, 6 of which are missing when delivered. The worst online grocery shopping experience I ever had in my life. We need those items for our kid, when asked if they can make up the delivery tomorrow which they don’t even want to make the slightest effort to help out, so asked for a refund. Now we are left with no milk/yoghurt for the night and I have to do an early shopping run tomorrow during the lockdown. Thanks company name for ruining our plans. Never again.",1
207,2021-07-27T01:51:01Z,Perfect service.,"Excellent service, from order to delivery. No suggestion to improve the service it is perfect as it is. I will use it more often.",5
208,2021-07-26T23:23:02Z,Service and produce,Good quality products lovely packaging and on time delivery . The website is also very easy to use. I recommend this company ,5
209,2021-07-26T09:57:44Z,Brilliant service,"Very happy with the quality and range of products, well the healthy ones at least, you may need to add more chocolate to your range to provide balance!  Was also happy to find a Japanese product I struggle to find in other stores. Given my distance from a store I am likely to keep ordering on line.",5
210,2021-07-26T08:38:00Z,Very impressed with my first online order,"1. Excellent quality fresh produce.  
2. The substituted lamb item wasn't what I would have ordered, but looks so good I'm happy to keep it.
3. I was given a larger piece of pork than I'd ordered yet not charged the extra $12 for it.
4. Love the app that shows exactly where the driver is.

One question - do subscribers to your emails get 5% off fruit and veggies on online orders?  If so, we don't appear to have received it on this order.

Will definitely be ordering again from HFM.  Thank you!",5
211,2021-07-26T04:47:02Z,First on-line supermarket order,"I have always been envious of locations which have physical company names stores. After this online order, I'm so happy.",5
212,2021-07-26T02:54:09Z,Great service,"First time use. Easy website to use and timely delivery. The quality looks great, the proof will be in the eating but the prices could be a little cheaper. Overall,  all round wonderful service. ",5
213,2021-07-26T01:09:46Z,Almost perfect,Your pictures online shopping. A suggestion so others don't make the same mistake I and 2 others have made. I wanted 6 single carrots. I received 6 KG of carrots. This was because the picture of the carrots represented that  they were loose- and not in a plastic bag. Yes I needed to have checked price - my bad. Other acquaintances of mine thought they were buying 12 bananas - got 12 KG and and 6 cucumbers received 6 KG!! Fortunately I can give the carrots away. But it was a very expensive mistake on my part. Other than that. LOVE company name produce. ,4
214,2021-07-26T00:17:32Z,Fantastic service - beautiful produce,I have used company name for the first time and very impressed with their home delivery service and their customer service is correcting an error was exemplary ,5
215,2021-07-25T22:57:42Z,Great service!,"Excellent produce, most things that we need can be purchased here. 
Great quality. Fruit, veggies, meat, grocery items always available.",5
216,2021-07-25T09:11:05Z,Online order and delivery process,"Very happy and satisfied with the whole process of ordering fruit, vegetables and general grocery items online from company name. The choice and was absolutely amazing. Delivery was efficient and within the selected time frame. I will continue to place orders online  to avoid going into the shop. 
Thank you. 
Sue    Mosman ",5
217,2021-07-25T08:41:13Z,Online,Helpful alternative to online grocery shopping. A wide range of products and easy to navigate through the website. Quick response.,4
218,2021-07-25T06:28:07Z,Fresh products and delivery that can be tracked,All my orders were fulfilled and all the product are really fresh. Can track driver's location and delivered in time.,5
219,2021-07-25T04:53:43Z,Great service,"The online store is a great initiative. The goods were very well packaged the order accurate and the quality of the items also very good. Delivery was within the time parameters offered. We would definitely recommend the service.
Anne and Ross",5
220,2021-07-25T04:53:04Z,Excellent quick service & delicious products,Dairy free cheese & dip delicious. Dairy & gluten free items are different to what you can buy in a supermarket.  Excellent products & service,5
221,2021-07-25T03:56:02Z,Good service and great produce.,"Delivery arrived on time with great tracking, and all my items where packed perfectly with cold items still quite cold. The only fault would be the milk I received only had one day before expiry which was not helpful at all, especially given the fact that I know that this particular milk comes with quite a lengthy expiry. Overall great service, fresh produce and I would definitely recommend using HF.",5
222,2021-07-25T02:19:37Z,I'm so excited!,"I'm so impressed by the delivery service, range of products offered and beautiful fresh produce. Will order HF home delivery every week now.",5
223,2021-07-24T08:07:23Z,Never disappoints.,Produce is fresh and full of flavour.  Packaging is protective of produce and very efficient in keeping it at its optimum temperature.  Delivery is prompt and always on time.,5
224,2021-07-24T02:32:47Z,Fresh and reliable,"Just started using HF home delivery and I've been delighted with the quality, the value of the fruit and veg box specials and on time delivery.  
I may never go back to shopping in store. ",5
